content,score,label,clean_text
driver membatalkan pesanan seenaknya sangat kecewa,1,negatif,driver batal pesan enak sangat kecewa
kadang lancar kadang error tergantung jaringan sih,3,netral,kadang lancar kadang error gantung jaring sih
promo dan diskon nya banyak sangat menguntungkan,5,positif,promo diskon nya banyak sangat untung
cukup membantu meski masih ada kekurangan deh,3,netral,cukup bantu meski ada kurang deh
sangat kecewa dengan pelayanan akhir akhir ini banget,1,negatif,sangat kecewa layan akhir akhir banget
aplikasi oke tapi harga kadang mahal sih,3,netral,aplikasi oke harga kadang mahal sih
aplikasi gojek sangat membantu dan cepat ya,4,positif,aplikasi gojek sangat bantu cepat
GPS tidak akurat driver nyasar terus deh,1,negatif,gps akurat driver nyasar terus deh
aplikasi bagus tidak pernah error,4,positif,aplikasi bagus pernah error
perlu banyak perbaikan tapi masih bisa dipakai banget,3,netral,perlu banyak baik masih pakai banget
promo dan diskon nya banyak sangat menguntungkan ya,4,positif,promo diskon nya banyak sangat untung
